read_0	11622836	11623837
read_1	16625362	16626365
read_2	19323101	19324093
read_3	15839759	15840753
read_4	9068977	9069978
read_5	13383725	13384729
read_6	14433571	14434563
read_7	3735126	3736127
read_8	12037620	12038619
read_9	17506257	17507262
read_10	18249570	18250569
read_11	8243192	8244190
read_12	9798624	9799621
read_13	8251978	8252979
read_14	4057319	4058320
read_15	4671001	4671996
read_16	16603239	16604240
read_17	5016962	5017953
read_18	8193243	8194238
read_19	3615593	3616595
read_20	19464916	19465915
read_21	13676264	13677264
read_22	8468002	8469005
read_23	9159611	9160606
read_24	16216042	16217037
read_25	397624	398624
read_26	2534075	2535083
read_27	18482770	18483769
read_28	4549557	4550556
read_29	16064610	16065607
read_30	3056159	3057156
read_31	14025624	14026619
read_32	12282875	12283874
read_33	923685	924684
read_34	2787080	2788075
read_35	291475	292476
read_36	2704596	2705593
read_37	16220928	16221931
read_38	14961011	14962009
read_39	19411389	19412392
read_40	4772836	4773839
read_41	1480282	1481284
read_42	19436264	19437269
read_43	8928627	8929628
read_44	17209755	17210754
read_45	6957647	6958647
read_46	4097678	4098680
read_47	14112238	14113231
read_48	10853223	10854226
read_49	16135008	16136003
read_50	7406127	7407127
read_51	7421188	7422193
read_52	19585632	19586637
read_53	5970268	5971269
read_54	7606387	7607382
read_55	7627871	7628870
read_56	9199700	9200700
read_57	15244346	15245350
read_58	18548987	18549990
read_59	18682230	18683233
read_60	66160	67159
read_61	5145129	5146129
read_62	1234749	1235746
read_63	782110	783107
read_64	13624185	13625183
read_65	5923334	5924338
read_66	11219896	11220889
read_67	12925293	12926298
read_68	2466138	2467137
read_69	12739504	12740499
read_70	7271827	7272824
read_71	7547804	7548799
read_72	11202989	11203990
read_73	14178115	14179111
read_74	11956060	11957057
read_75	12013437	12014439
read_76	12236583	12237581
read_77	1224388	1225383
read_78	18787888	18788893
read_79	9780270	9781274
read_80	19860595	19861594
read_81	5432001	5432993
read_82	13695977	13696975
read_83	15732878	15733873
read_84	2237860	2238863
read_85	18190076	18191077
read_86	8854649	8855644
read_87	7912697	7913698
read_88	1375183	1376182
read_89	617263	618264
read_90	14001435	14002436
read_91	1288132	1289135
read_92	17069516	17070518
read_93	18997748	18998745
read_94	7864990	7865992
read_95	15425379	15426369
read_96	3768414	3769409
read_97	18739299	18740306
read_98	15447730	15448722
read_99	8479969	8480969
read_100	17907537	17908538
read_101	185000	186001
read_102	11407325	11408322
read_103	19297618	19298625
read_104	8388769	8389760
read_105	1813131	1814127
read_106	15227210	15228209
read_107	11647355	11648354
read_108	10662775	10663775
read_109	17194619	17195620
read_110	15104061	15105058
read_111	13405946	13406943
read_112	3877126	3878127
read_113	5441176	5442180
read_114	15642389	15643388
read_115	9679126	9680121
read_116	17084735	17085735
read_117	14792838	14793843
read_118	18008836	18009833
read_119	12153646	12154642
read_120	18865709	18866708
read_121	15730795	15731794
read_122	12340513	12341508
read_123	4083853	4084852
read_124	6762000	6763001
read_125	15043248	15044251
read_126	11838129	11839119
read_127	18189952	18190943
read_128	12494658	12495665
read_129	19033331	19034328
read_130	3587550	3588556
read_131	11531487	11532485
read_132	6933963	6934961
read_133	16651600	16652601
read_134	16117464	16118459
read_135	14927782	14928788
read_136	15067904	15068897
read_137	2805496	2806495
read_138	18089865	18090870
read_139	17633886	17634891
read_140	12079184	12080181
read_141	755838	756845
read_142	16736348	16737351
read_143	14072753	14073746
read_144	5910493	5911486
read_145	19845611	19846614
read_146	7977984	7978977
read_147	11296367	11297358
read_148	11182069	11183068
read_149	6959821	6960817
read_150	6147092	6148087
read_151	7046506	7047505
read_152	12245136	12246133
read_153	5043410	5044413
read_154	5323389	5324380
read_155	3864593	3865590
read_156	12142809	12143808
read_157	13421647	13422641
read_158	12050904	12051907
read_159	18405264	18406272
read_160	3654664	3655663
read_161	860449	861446
read_162	10300762	10301765
read_163	17845469	17846476
read_164	5356532	5357530
read_165	11343176	11344171
read_166	15005828	15006833
read_167	18468563	18469562
read_168	13475133	13476134
read_169	18879014	18880013
read_170	4835589	4836590
read_171	3172450	3173444
read_172	15547402	15548406
read_173	6939819	6940821
read_174	11312739	11313731
read_175	3061691	3062692
read_176	13246924	13247924
read_177	6754456	6755452
read_178	15634762	15635763
read_179	17416504	17417495
read_180	6779334	6780331
read_181	7157260	7158265
read_182	9994496	9995497
read_183	3484004	3484999
read_184	5466140	5467142
read_185	4735872	4736875
read_186	4059045	4060038
read_187	19582442	19583438
read_188	8214135	8215127
read_189	16294169	16295166
read_190	4472961	4473964
read_191	1524157	1525160
read_192	3083252	3084250
read_193	4551222	4552217
read_194	70187	71186
read_195	10741561	10742560
read_196	5725865	5726856
read_197	11170623	11171627
read_198	16058246	16059242
read_199	9143997	9144996
read_200	16489994	16490991
read_201	14876572	14877568
read_202	2661048	2662045
read_203	19726168	19727165
read_204	13555072	13556071
read_205	9236540	9237539
read_206	4048807	4049802
read_207	8871687	8872686
read_208	3875586	3876585
read_209	6041008	6042012
read_210	7245867	7246868
read_211	2021638	2022631
read_212	5458099	5459096
read_213	9627537	9628544
read_214	1056432	1057427
